id_snippet,modello,layer_attaccato,metodo_scelta,moltiplicatore,target_vero,predizione_post_steering
276,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
277,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
278,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
279,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
280,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
281,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
282,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
283,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
284,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
285,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
286,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
287,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
288,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
289,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
290,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
291,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
292,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
293,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
294,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
295,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
296,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
297,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
298,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
299,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
300,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
301,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
302,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
303,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
304,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
305,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
306,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
307,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
308,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
309,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
310,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
311,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
312,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
313,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
314,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
315,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
316,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
317,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
318,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
319,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
320,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
321,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
322,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
323,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
324,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
325,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
326,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
327,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
328,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
329,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
330,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
331,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
332,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
333,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
334,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
335,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
336,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
337,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
338,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
339,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
340,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
341,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
342,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
343,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
344,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
345,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
346,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
347,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
348,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
349,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
350,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
351,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
352,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
353,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
354,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
355,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
356,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
357,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
358,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
359,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
360,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
361,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
362,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
363,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
364,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
365,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
366,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
367,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
368,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
369,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
370,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
371,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
372,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
373,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
374,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
375,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
376,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
377,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
378,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
379,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
380,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
381,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
382,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
383,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
384,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
385,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
386,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
387,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
388,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
389,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
390,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
391,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
392,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
393,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
394,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
395,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
396,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
397,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
398,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
399,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
400,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
401,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
402,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
403,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
404,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
405,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
406,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
407,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
408,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
409,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
410,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
411,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
412,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
413,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
414,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
415,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
416,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
417,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
418,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
419,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
420,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
421,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
422,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
423,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
424,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
425,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
426,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
427,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
428,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
429,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
430,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
431,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
432,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
433,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
434,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
435,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
436,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
437,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
438,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
439,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
440,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
441,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
442,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
443,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
444,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
445,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
446,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
447,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
448,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
449,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
450,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
451,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
452,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
453,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
454,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
455,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
456,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
457,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
458,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
459,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
460,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
461,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
462,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
463,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
464,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
465,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
466,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
467,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Sicuro
468,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
469,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
470,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
471,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
472,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
473,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
474,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
475,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
476,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
477,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
478,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
479,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
480,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
481,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
482,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
483,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
484,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
485,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
486,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
487,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
488,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
489,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
490,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
491,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
492,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
493,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
494,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
495,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
496,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
497,meta-llama/Llama-3.1-8B-Instruct,31,Top-Probing,3,Vulnerabile,Vulnerabile
498,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
499,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
500,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
501,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
502,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
503,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
504,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
505,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
506,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
507,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Non Classificato
508,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
509,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
510,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
511,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
512,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
513,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
514,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
515,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
516,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
517,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
518,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
519,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
520,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
521,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
522,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
523,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
524,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
525,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
526,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Sicuro
527,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
528,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
529,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
530,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Sicuro
531,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
532,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
533,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
534,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
535,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
536,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
537,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
538,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
539,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
540,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
541,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
542,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
543,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
544,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Sicuro
545,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
546,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
547,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
548,codellama/CodeLlama-7b-Instruct-hf,29,Top-Probing,15,Vulnerabile,Vulnerabile
