id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_baseline,predizione_post_steering
287,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
289,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
290,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
291,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
292,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
295,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
296,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
297,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
298,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
299,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
300,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
301,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
302,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
303,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
304,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
305,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
306,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
307,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
308,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
309,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
310,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
311,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
312,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
313,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
314,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
315,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
316,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
317,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
319,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
320,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
322,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
323,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
324,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
325,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
327,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
328,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
329,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
330,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
331,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
332,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
333,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
334,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
335,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
336,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
337,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
338,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
339,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
340,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
341,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
342,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
343,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
344,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
345,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
347,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
348,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
350,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
351,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
352,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
353,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
354,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
355,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
356,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
357,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
358,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
359,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
361,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
362,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
363,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
365,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
366,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
367,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
368,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
369,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
370,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
371,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
372,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
373,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
374,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
375,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
376,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
377,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
378,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
379,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
380,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
381,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
382,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
383,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
384,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
385,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
386,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
387,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
388,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
389,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
390,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
392,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
393,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
394,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
395,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
396,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
397,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
398,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
400,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
402,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
403,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
404,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
405,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
406,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
407,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
408,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
409,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
410,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
411,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
412,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
413,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
414,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
415,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
416,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
417,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
418,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
419,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
420,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
421,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
422,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
423,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
424,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
425,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
427,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
428,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
429,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
430,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
431,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
433,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
434,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
435,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
436,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
437,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
438,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
439,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
441,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
442,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
444,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
445,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
446,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
447,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
448,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
449,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
450,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
451,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
452,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
453,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
454,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
455,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
456,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
457,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
459,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
460,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
461,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
462,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
464,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
465,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
466,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
467,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
469,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
470,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
471,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
472,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
473,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
474,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
475,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
476,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
477,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
479,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
480,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
481,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
482,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
484,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
485,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
486,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
487,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
488,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
489,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
490,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
491,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
492,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
493,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
495,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
496,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
497,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
498,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
499,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
500,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
501,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
502,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
503,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
504,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
505,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
506,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
508,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
509,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
510,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
511,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
512,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
513,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
514,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
515,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
516,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
518,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
519,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
520,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
521,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
522,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
523,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
524,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
525,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
526,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
527,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
528,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
529,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
530,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
531,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
532,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
533,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
534,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
535,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
536,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
537,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
538,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
539,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
540,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
541,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
542,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
544,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
545,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
546,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
547,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
548,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
549,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
550,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
551,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
552,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
553,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
554,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
555,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
556,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
557,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
558,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
559,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
560,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
561,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
562,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
563,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
564,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
565,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
566,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
567,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
568,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
569,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
570,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
571,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
572,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
573,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
574,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
575,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
576,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
577,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
578,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
579,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
580,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
581,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
582,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
583,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
584,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
585,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
586,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
587,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
588,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
589,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
590,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
591,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
