id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_baseline,predizione_post_steering
273,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
274,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
275,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
276,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
277,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
278,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
279,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
280,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
281,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
282,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
283,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
284,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
285,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
286,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
287,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
288,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
289,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
290,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
291,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
292,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
293,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
294,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
295,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
296,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
297,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
298,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
299,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
300,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
301,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
302,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
303,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
304,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
305,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
306,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
307,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
308,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
309,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
310,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
311,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
312,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
313,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
314,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
315,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
316,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
317,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
318,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
319,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
320,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Errore_Formato
321,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
322,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
323,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Errore_Formato
324,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
325,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
326,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
327,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
328,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
329,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
330,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Errore_Formato
331,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
332,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
333,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
334,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
335,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
336,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
337,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
338,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
339,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
340,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
341,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
342,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
343,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
344,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
345,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
346,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
347,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
348,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
349,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
350,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
351,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
352,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
353,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
354,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
355,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
356,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
357,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
358,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
359,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
360,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
361,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
362,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
363,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
364,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
365,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
366,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
367,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
368,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
369,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
370,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
371,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
372,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
373,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
374,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
375,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
376,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
377,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
378,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
379,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
380,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
381,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
382,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
383,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
384,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
385,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
386,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
387,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
388,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
389,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
390,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
391,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
392,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
393,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
394,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
395,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
396,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
397,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
398,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
399,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
400,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
401,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
402,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
403,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
404,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
405,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
406,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
407,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
408,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
409,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
410,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
411,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
412,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
413,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
414,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
415,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
416,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
417,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
418,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
419,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
420,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
421,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
422,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
423,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
424,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
425,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
426,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
427,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
428,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
429,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
430,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
431,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
432,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
433,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
434,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
435,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
436,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
437,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
438,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
439,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
440,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
441,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
442,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
443,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
444,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
445,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
446,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
447,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
448,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
449,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
450,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
451,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
452,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
453,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
454,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
455,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
456,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
457,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
458,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
459,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
460,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
461,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
462,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
463,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
464,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
465,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
466,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
467,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
468,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
469,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
470,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
471,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
472,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
473,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
474,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
475,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
476,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
477,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
478,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
479,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
480,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
481,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
482,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
483,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
484,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
485,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
486,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
487,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
488,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
489,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
490,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
491,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
492,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
493,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
494,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
495,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
496,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
497,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
498,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
499,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
500,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
501,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
502,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
503,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
504,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
505,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
506,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
507,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
508,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
509,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
510,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
511,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
512,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
513,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
514,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
515,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
516,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
517,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
518,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
519,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
520,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
521,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
522,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
523,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
524,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
525,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
526,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
527,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
528,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
529,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
530,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
531,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
532,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
533,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
534,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
535,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
536,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
537,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
538,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
539,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
540,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
541,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
542,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
543,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
544,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
545,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
546,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
